"id","value","length","source"
"3655","rusia","5","olahraga-003"
"3656","putaran","7","olahraga-003"
"3657","pertama","7","olahraga-003"
"3658","saat","4","olahraga-003"
"3659","semua","5","olahraga-003"
"3660","unggulan","8","olahraga-003"
"3661","lain","4","olahraga-003"
"3662","melaju","6","olahraga-003"
"3663","mulus","5","olahraga-003"
"3664","putaran","7","olahraga-003"
"3665","kedua","5","olahraga-003"
"3666","petenis","7","olahraga-003"
"3667","tahun","5","olahraga-003"
"3668","sempat","6","olahraga-003"
"3669","mengalami","9","olahraga-003"
"3670","perawatan","9","olahraga-003"
"3671","bagian","6","olahraga-003"
"3672","punggung","8","olahraga-003"
"3673","bawah","5","olahraga-003"
"3674","pinggangnya","11","olahraga-003"
"3675","selama","6","olahraga-003"
"3676","beberapa","8","olahraga-003"
"3677","saat","4","olahraga-003"
"3678","unggulan","8","olahraga-003"
"3679","tetap","5","olahraga-003"
"3680","berjuang","8","olahraga-003"
"3681","keras","5","olahraga-003"
"3682","untuk","5","olahraga-003"
"3683","mengatasi","9","olahraga-003"
"3684","masalahnya","10","olahraga-003"
"3685","tetapi","6","olahraga-003"
"3686","tak","3","olahraga-003"
"3687","berhasil","8","olahraga-003"
"3688","kuznetsov","9","olahraga-003"
"3689","mampu","5","olahraga-003"
"3690","memaksimalkan","13","olahraga-003"
"3691","situasi","7","olahraga-003"
"3692","dengan","6","olahraga-003"
"3693","memanfaatkan","12","olahraga-003"
"3694","keterbatasan","12","olahraga-003"
"3695","gerakan","7","olahraga-003"
"3696","lawan","5","olahraga-003"
"3697","untuk","5","olahraga-003"
"3698","meraih","6","olahraga-003"
"3699","tiket","5","olahraga-003"
"3700","babak","5","olahraga-003"
"3701","kedua","5","olahraga-003"
"3702","selanjutnya","11","olahraga-003"
"3703","pemain","6","olahraga-003"
"3704","peringkat","9","olahraga-003"
"3705","dunia","5","olahraga-003"
"3706","akan","4","olahraga-003"
"3707","bertemu","7","olahraga-003"
"3708","pemenang","8","olahraga-003"
"3709","antara","6","olahraga-003"
"3710","kevin","5","olahraga-003"
"3711","anderson","8","olahraga-003"
"3712","afrika","6","olahraga-003"
"3713","selatan","7","olahraga-003"
"3714","dengan","6","olahraga-003"
"3715","pemain","6","olahraga-003"
"3716","italia","6","olahraga-003"
"3717","paolo","5","olahraga-003"
"3718","lorenzi","7","olahraga-003"
"3719","suryo","5","olahraga-004"
"3720","mulai","5","olahraga-004"
"3721","kumpulkan","9","olahraga-004"
"3722","deputi","6","olahraga-004"
"3723","kemenpora","9","olahraga-004"
"3724","jakarta","7","olahraga-004"
"3725","kompas","6","olahraga-004"
"3726","politisi","8","olahraga-004"
"3727","partai","6","olahraga-004"
"3728","demokrat","8","olahraga-004"
"3729","suryo","5","olahraga-004"
"3730","mulai","5","olahraga-004"
"3731","memasuki","8","olahraga-004"
"3732","kantor","6","olahraga-004"
"3733","barunya","7","olahraga-004"
"3734","kementerian","11","olahraga-004"
"3735","pemuda","6","olahraga-004"
"3736","olahraga","8","olahraga-004"
"3737","kemenpora","9","olahraga-004"
"3738","pada","4","olahraga-004"
"3739","senin","5","olahraga-004"
"3740","pagi","4","olahraga-004"
"3741","tadi","4","olahraga-004"
"3742","melakukan","9","olahraga-004"
"3743","breakfast","9","olahraga-004"
"3744","meeting","7","olahraga-004"
"3745","dengan","6","olahraga-004"
"3746","lima","4","olahraga-004"
"3747","orang","5","olahraga-004"
"3748","deputi","6","olahraga-004"
"3749","kemenpora","9","olahraga-004"
"3750","untuk","5","olahraga-004"
"3751","membahas","8","olahraga-004"
"3752","persoalan","9","olahraga-004"
"3753","olahraga","8","olahraga-004"
"3754","tanah","5","olahraga-004"
"3755","yang","4","olahraga-004"
"3756","harus","5","olahraga-004"
"3757","segera","6","olahraga-004"
"3758","diselesaikan","12","olahraga-004"
"3759","sudah","5","olahraga-004"
"3760","bertemu","7","olahraga-004"
"3761","dengan","6","olahraga-004"
"3762","jajaran","7","olahraga-004"
"3763","lima","4","olahraga-004"
"3764","deputi","6","olahraga-004"
"3765","kami","4","olahraga-004"
"3766","mengumpulkan","12","olahraga-004"
"3767","usulan","6","olahraga-004"
"3768","tadi","4","olahraga-004"
"3769","pukul","5","olahraga-004"
"3770","kami","4","olahraga-004"
"3771","akan","4","olahraga-004"
"3772","adakan","6","olahraga-004"
"3773","breakfast","9","olahraga-004"
"3774","meeting","7","olahraga-004"
"3775","ucap","4","olahraga-004"
"3776","senin","5","olahraga-004"
"3777","siang","5","olahraga-004"
"3778","gedung","6","olahraga-004"
"3779","kompleks","8","olahraga-004"
"3780","parlemen","8","olahraga-004"
"3781","senayan","7","olahraga-004"
"3782","menuturkan","10","olahraga-004"
"3783","bahwa","5","olahraga-004"
"3784","dalam","5","olahraga-004"
"3785","pertemuan","9","olahraga-004"
"3786","juga","4","olahraga-004"
"3787","menyosialisasikan","17","olahraga-004"
"3788","arahan","6","olahraga-004"
"3789","presiden","8","olahraga-004"
"3790","susilo","6","olahraga-004"
"3791","bambang","7","olahraga-004"
"3792","yudhoyono","9","olahraga-004"
"3793","untuk","5","olahraga-004"
"3794","meningkatkan","12","olahraga-004"
"3795","prestasi","8","olahraga-004"
"3796","menurut","7","olahraga-004"
"3797","paling","6","olahraga-004"
"3798","krusial","7","olahraga-004"
"3799","adalah","6","olahraga-004"
"3800","masalah","7","olahraga-004"
"3801","pssi","4","olahraga-004"
"3802","target","6","olahraga-004"
"3803","berikutnya","10","olahraga-004"
"3804","adalah","6","olahraga-004"
"3805","mempertahankan","14","olahraga-004"
"3806","prestasi","8","olahraga-004"
"3807","sea","3","olahraga-004"
"3808","games","5","olahraga-004"
"3809","myanmar","7","olahraga-004"
"3810","yang","4","olahraga-004"
"3811","akan","4","olahraga-004"
"3812","digelar","7","olahraga-004"
"3813","desember","8","olahraga-004"
"3814","sebelumnya","10","olahraga-004"
"3815","pada","4","olahraga-004"
"3816","juni","4","olahraga-004"
"3817","juga","4","olahraga-004"
"3818","akan","4","olahraga-004"
"3819","digelar","7","olahraga-004"
"3820","islamic","7","olahraga-004"
"3821","solidarity","10","olahraga-004"
"3822","game","4","olahraga-004"
"3823","pekanbaru","9","olahraga-004"
"3824","riau","4","olahraga-004"
"3825","menurut","7","olahraga-004"
"3826","sadar","5","olahraga-004"
"3827","tidak","5","olahraga-004"
"3828","memiliki","8","olahraga-004"
"3829","kompetensi","10","olahraga-004"
"3830","pun","3","olahraga-004"
"3831","untuk","5","olahraga-004"
"3832","menjadi","7","olahraga-004"
"3833","menpora","7","olahraga-004"
"3834","oleh","4","olahraga-004"
"3835","karena","6","olahraga-004"
"3836","menjelaskan","11","olahraga-004"
"3837","sudah","5","olahraga-004"
"3838","berguru","7","olahraga-004"
"3839","kepada","6","olahraga-004"
"3840","akbar","5","olahraga-004"
"3841","tanjung","7","olahraga-004"
"3842","adhyaksa","8","olahraga-004"
"3843","dault","5","olahraga-004"
"3844","selanjutnya","11","olahraga-004"
"3845","anggota","7","olahraga-004"
"3846","komisi","6","olahraga-004"
"3847","itu","3","olahraga-004"
"3848","akan","4","olahraga-004"
"3849","bertemu","7","olahraga-004"
"3850","dengan","6","olahraga-004"
"3851","andi","4","olahraga-004"
"3852","mallarangeng","12","olahraga-004"
"3853","saya","4","olahraga-004"
"3854","akan","4","olahraga-004"
"3855","sowani","6","olahraga-004"
"3856","saya","4","olahraga-004"
"3857","akan","4","olahraga-004"
"3858","menyatakan","10","olahraga-004"
"3859","demi","4","olahraga-004"
"3860","rakyat","6","olahraga-004"
"3861","yang","4","olahraga-004"
"3862","akan","4","olahraga-004"
"3863","dilakukan","9","olahraga-004"
"3864","tokoh","5","olahraga-004"
"3865","semua","5","olahraga-004"
"3866","saya","4","olahraga-004"
"3867","anggap","6","olahraga-004"
"3868","baik","4","olahraga-004"
"3869","semua","5","olahraga-004"
"3870","saya","4","olahraga-004"
"3871","harus","5","olahraga-004"
"3872","hormati","7","olahraga-004"
"3873","ucapnya","7","olahraga-004"
"3874","presiden","8","olahraga-004"
"3875","susilo","6","olahraga-004"
"3876","bambang","7","olahraga-004"
"3877","yudhoyono","9","olahraga-004"
"3878","akhirnya","8","olahraga-004"
"3879","memastikan","10","olahraga-004"
"3880","bahwa","5","olahraga-004"
"3881","kursi","5","olahraga-004"
"3882","menpora","7","olahraga-004"
"3883","jatuh","5","olahraga-004"
"3884","pada","4","olahraga-004"
"3885","suryo","5","olahraga-004"
"3886","yang","4","olahraga-004"
"3887","menjabat","8","olahraga-004"
"3888","sebagai","7","olahraga-004"
"3889","anggota","7","olahraga-004"
"3890","komisi","6","olahraga-004"
"3891","dpr","3","olahraga-004"
"3892","juga","4","olahraga-004"
"3893","sekretaris","10","olahraga-004"
"3894","divisi","6","olahraga-004"
"3895","pembinaan","9","olahraga-004"
"3896","anggota","7","olahraga-004"
"3897","partai","6","olahraga-004"
"3898","demokrat","8","olahraga-004"
"3899","pada","4","olahraga-004"
"3900","jumat","5","olahraga-004"
"3901","pekan","5","olahraga-004"
"3902","lalu","4","olahraga-004"
"3903","sudah","5","olahraga-004"
"3904","menghadap","9","olahraga-004"
"3905","presiden","8","olahraga-004"
"3906","untuk","5","olahraga-004"
"3907","melakukan","9","olahraga-004"
"3908","and","3","olahraga-004"
"3909","proper","6","olahraga-004"
"3910","test","4","olahraga-004"
"3911","mengaku","7","olahraga-004"
"3912","sudah","5","olahraga-004"
"3913","ditunjuk","8","olahraga-004"
"3914","langsung","8","olahraga-004"
"3915","presiden","8","olahraga-004"
"3916","untuk","5","olahraga-004"
"3917","bertugas","8","olahraga-004"
"3918","menjadi","7","olahraga-004"
"3919","menpora","7","olahraga-004"
"3920","andre","5","olahraga-005"
"3921","kurniawan","9","olahraga-005"
"3922","harus","5","olahraga-005"
"3923","lewati","6","olahraga-005"
"3924","babak","5","olahraga-005"
"3925","kualifikasi","11","olahraga-005"
"3926","semarang","8","olahraga-005"
"3927","kompas","6","olahraga-005"
"3928","andre","5","olahraga-005"
"3929","kurniawan","9","olahraga-005"
"3930","tedjono","7","olahraga-005"
"3931","harus","5","olahraga-005"
"3932","melalui","7","olahraga-005"
"3933","babak","5","olahraga-005"
"3934","kualifikasi","11","olahraga-005"
"3935","pada","4","olahraga-005"
"3936","kejuaraan","9","olahraga-005"
"3937","bulu","4","olahraga-005"
"3938","tangkis","7","olahraga-005"
"3939","maybank","7","olahraga-005"
"3940","malaysia","8","olahraga-005"
"3941","open","4","olahraga-005"
"3942","kuala","5","olahraga-005"
"3943","lumpur","6","olahraga-005"
"3944","malaysia","8","olahraga-005"
"3945","januari","7","olahraga-005"
"3946","ketua","5","olahraga-005"
"3947","djarum","6","olahraga-005"
"3948","kudus","5","olahraga-005"
"3949","yoppy","5","olahraga-005"
"3950","rosimin","7","olahraga-005"
"3951","ketika","6","olahraga-005"
"3952","dihubungi","9","olahraga-005"
"3953","dari","4","olahraga-005"
"3954","semarang","8","olahraga-005"
"3955","senin","5","olahraga-005"
"3956","mengatakan","10","olahraga-005"
"3957","ranking","7","olahraga-005"
"3958","dunia","5","olahraga-005"
"3959","yang","4","olahraga-005"
"3960","dimiliki","8","olahraga-005"
"3961","andre","5","olahraga-005"
"3962","kurniawan","9","olahraga-005"
"3963","belum","5","olahraga-005"
"3964","menjangkau","10","olahraga-005"
"3965","langsung","8","olahraga-005"
"3966","tampil","6","olahraga-005"
"3967","pada","4","olahraga-005"
"3968","babak","5","olahraga-005"
"3969","utama","5","olahraga-005"
"3970","samping","7","olahraga-005"
"3971","kata","4","olahraga-005"
"3972","pemain","6","olahraga-005"
"3973","yang","4","olahraga-005"
"3974","ranking","7","olahraga-005"
"3975","dunianya","8","olahraga-005"
"3976","atas","4","olahraga-005"
"3977","andre","5","olahraga-005"
"3978","kurniawan","9","olahraga-005"
"3979","banyak","6","olahraga-005"
"3980","yang","4","olahraga-005"
"3981","tampil","6","olahraga-005"
"3982","pada","4","olahraga-005"
"3983","kejuaraan","9","olahraga-005"
"3984","bulu","4","olahraga-005"
"3985","tangkis","7","olahraga-005"
"3986","yang","4","olahraga-005"
"3987","masuk","5","olahraga-005"
"3988","kategori","8","olahraga-005"
"3989","superseries","11","olahraga-005"
"3990","tersebut","8","olahraga-005"
"3991","pada","4","olahraga-005"
"3992","babak","5","olahraga-005"
"3993","pertama","7","olahraga-005"
"3994","kualifikasi","11","olahraga-005"
"3995","tersebut","8","olahraga-005"
"3996","andre","5","olahraga-005"
"3997","kurniawan","9","olahraga-005"
"3998","yang","4","olahraga-005"
"3999","menempati","9","olahraga-005"
"4000","peringkat","9","olahraga-005"
"4001","dunia","5","olahraga-005"
"4002","akan","4","olahraga-005"
"4003","menantang","9","olahraga-005"
"4004","unggulan","8","olahraga-005"
"4005","pertama","7","olahraga-005"
"4006","dari","4","olahraga-005"
"4007","india","5","olahraga-005"
"4008","gurusaidutt","11","olahraga-005"
"4009","yang","4","olahraga-005"
"4010","menempati","9","olahraga-005"
"4011","peringkat","9","olahraga-005"
"4012","dunia","5","olahraga-005"
"4013","pertemuan","9","olahraga-005"
"4014","kedua","5","olahraga-005"
"4015","pemain","6","olahraga-005"
"4016","tersebut","8","olahraga-005"
"4017","mendatang","9","olahraga-005"
"4018","merupakan","9","olahraga-005"
"4019","yang","4","olahraga-005"
"4020","kedua","5","olahraga-005"
"4021","kalinya","7","olahraga-005"
"4022","skor","4","olahraga-005"
"4023","pertemuan","9","olahraga-005"
"4024","mereka","6","olahraga-005"
"4025","adalah","6","olahraga-005"
"4026","untuk","5","olahraga-005"
"4027","tunggal","7","olahraga-005"
"4028","putra","5","olahraga-005"
"4029","india","5","olahraga-005"
"4030","andre","5","olahraga-005"
"4031","kurniawan","9","olahraga-005"
"4032","kalah","5","olahraga-005"
"4033","dari","4","olahraga-005"
"4034","gurusaidutt","11","olahraga-005"
"4035","pada","4","olahraga-005"
"4036","kejuaraan","9","olahraga-005"
"4037","bulu","4","olahraga-005"
"4038","tangkis","7","olahraga-005"
"4039","india","5","olahraga-005"
"4040","open","4","olahraga-005"
"4041","grand","5","olahraga-005"
"4042","prix","4","olahraga-005"
"4043","dengan","6","olahraga-005"
"4044","set","3","olahraga-005"
"4045","langsung","8","olahraga-005"
"4046","jika","4","olahraga-005"
"4047","menang","6","olahraga-005"
"4048","andre","5","olahraga-005"
"4049","kurniawan","9","olahraga-005"
"4050","akan","4","olahraga-005"
"4051","menghadapi","10","olahraga-005"
"4052","pemenang","8","olahraga-005"
"4053","antara","6","olahraga-005"
"4054","chan","4","olahraga-005"
"4055","kit","3","olahraga-005"
"4056","hongkong","8","olahraga-005"
"4057","melawan","7","olahraga-005"
"4058","ivan","4","olahraga-005"
"4059","sozonov","7","olahraga-005"
"4060","rusia","5","olahraga-005"
"4061","untuk","5","olahraga-005"
"4062","menentukan","10","olahraga-005"
"4063","satu","4","olahraga-005"
"4064","pemain","6","olahraga-005"
"4065","yang","4","olahraga-005"
"4066","lolos","5","olahraga-005"
"4067","babak","5","olahraga-005"
"4068","utama","5","olahraga-005"
"4069","sementara","9","olahraga-005"
"4070","pemain","6","olahraga-005"
"4071","indonesia","9","olahraga-005"
"4072","yang","4","olahraga-005"
"4073","juga","4","olahraga-005"
"4074","harus","5","olahraga-005"
"4075","melalui","7","olahraga-005"
"4076","babak","5","olahraga-005"
"4077","kualifikasi","11","olahraga-005"
"4078","adalah","6","olahraga-005"
"4079","pasangan","8","olahraga-005"
"4080","bona","4","olahraga-005"
"4081","septano","7","olahraga-005"
"4082","afiat","5","olahraga-005"
"4083","yuris","5","olahraga-005"
"4084","wirawan","7","olahraga-005"
"4085","pasangan","8","olahraga-005"
"4086","yang","4","olahraga-005"
"4087","menempati","9","olahraga-005"
"4088","unggulan","8","olahraga-005"
"4089","ketiga","6","olahraga-005"
"4090","akan","4","olahraga-005"
"4091","menghadapi","10","olahraga-005"
"4092","ganda","5","olahraga-005"
