"id","input","output","process_time","issue","source"
"3195","teregistrasi","registrasi","0.00270",,"regional-005"
"3196","panitera","panitera","0.00135",,"regional-005"
"3197","jika","jika","0.00277",,"regional-005"
"3198","sampai","sampai","0.00297",,"regional-005"
"3199","tenggat","tenggat","0.00260",,"regional-005"
"3200","waktu","waktu","0.00254",,"regional-005"
"3201","yang","yang","0.00321",,"regional-005"
"3202","ditentukan","tentu","0.01489",,"regional-005"
"3203","aceng","aceng","0.00220","lemma_not_found","regional-005"
"3204","tidak","tidak","0.01098",,"regional-005"
"3205","memberi","beri","0.00136",,"regional-005"
"3206","tanggapan","tanggap","0.00185",,"regional-005"
"3207","maka","maka","0.00122",,"regional-005"
"3208","tetap","tetap","0.00173",,"regional-005"
"3209","akan","akan","0.00140",,"regional-005"
"3210","menyidangkan","sidang","0.00309",,"regional-005"
"3211","rekomendasi","rekomendasi","0.00151",,"regional-005"
"3212","dprd","dprd","0.00165","lemma_not_found","regional-005"
"3213","majelis","majelis","0.00159",,"regional-005"
"3214","tetap","tetap","0.00139",,"regional-005"
"3215","akan","akan","0.00135",,"regional-005"
"3216","melanjutkan","lanjut","0.00210",,"regional-005"
"3217","persidangan","sidang","0.00202",,"regional-005"
"3218","tanpa","tanpa","0.00129",,"regional-005"
"3219","jawaban","jawab","0.01439",,"regional-005"
"3220","dari","dari","0.01175",,"regional-005"
"3221","aceng","aceng","0.01193","lemma_not_found","regional-005"
"3222","ujar","ujar","0.01050",,"regional-005"
"3223","ridwan","ridwan","0.00233","lemma_not_found","regional-005"
"3224","ridwan","ridwan","0.00208","lemma_not_found","regional-005"
"3225","menambahkan","tambah","0.00217",,"regional-005"
"3226","proses","proses","0.00131",,"regional-005"
"3227","pemeriksaan","periksa","0.00345",,"regional-005"
"3228","rekomendasi","rekomendasi","0.00151",,"regional-005"
"3229","pemberhentian","henti","0.00293",,"regional-005"
"3230","aceng","aceng","0.00161","lemma_not_found","regional-005"
"3231","akan","akan","0.00131",,"regional-005"
"3232","dilaksanakan","laksana","0.00202",,"regional-005"
"3233","dalam","dalam","0.00119",,"regional-005"
"3234","waktu","waktu","0.00129",,"regional-005"
"3235","hari","hari","0.00127",,"regional-005"
"3236","menurutnya","turut","0.00206",,"regional-005"
"3237","juga","juga","0.01368",,"regional-005"
"3238","telah","telah","0.00428",,"regional-005"
"3239","menunjuk","tunjuk","0.00237",,"regional-005"
"3240","hakim","hakim","0.00165",,"regional-005"
"3241","memproses","proses","0.01121",,"regional-005"
"3242","kasus","kasus","0.01082",,"regional-005"
"3243","aceng","aceng","0.00164","lemma_not_found","regional-005"
"3244","tersebut","sebut","0.00180",,"regional-005"
"3245","merinci","rinci","0.00170",,"regional-005"
"3246","majelis","majelis","0.00153",,"regional-005"
"3247","hakim","hakim","0.00118",,"regional-005"
"3248","terdiri","diri","0.00162",,"regional-005"
"3249","dari","dari","0.00148",,"regional-005"
"3250","ketua","ketua","0.00146",,"regional-005"
"3251","prof","prof","0.00360",,"regional-005"
"3252","paulus","paulus","0.00416","lemma_not_found","regional-005"
"3253","effendi","effendi","0.00542","lemma_not_found","regional-005"
"3254","lotulung","lotulung","0.00405","lemma_not_found","regional-005"
"3255","didampingi","damping","0.00523",,"regional-005"
"3256","anggota","anggota","0.00334",,"regional-005"
"3257","majelis","majelis","0.00324",,"regional-005"
"3258","yulius","yulius","0.00629","lemma_not_found","regional-005"
"3259","dan","dan","0.00119",,"regional-005"
"3260","supandi","supandi","0.00205","lemma_not_found","regional-005"
"3261","sebelumnya","belum","0.00188",,"regional-005"
"3262","diberitakan","berita","0.00348",,"regional-005"
"3263","telah","telah","0.00313",,"regional-005"
"3264","menerima","terima","0.00433",,"regional-005"
"3265","surat","surat","0.00363",,"regional-005"
"3266","rekomendasi","rekomendasi","0.00341",,"regional-005"
"3267","pemberhentian","henti","0.00633",,"regional-005"
"3268","terhadap","hadap","0.00480",,"regional-005"
"3269","bupati","bupati","0.01045",,"regional-005"
"3270","garut","garut","0.00128",,"regional-005"
"3271","aceng","aceng","0.00168","lemma_not_found","regional-005"
"3272","fikri","fikri","0.00218","lemma_not_found","regional-005"
"3273","pada","pada","0.00144",,"regional-005"
"3274","januari","Januari","0.00143",,"regional-005"
"3275","dengan","dengan","0.00161",,"regional-005"
"3276","nomor","nomor","0.00134",,"regional-005"
"3277","register","register","0.00145",,"regional-005"
"3278","khs","khs","0.00157","lemma_not_found","regional-005"
"3279","pihak","pihak","0.00277",,"regional-005"
"3280","pemohon","mohon","0.00176",,"regional-005"
"3281","dari","dari","0.00127",,"regional-005"
"3282","perkara","perkara","0.00124",,"regional-005"
"3283","adalah","adalah","0.00118",,"regional-005"
"3284","dprd","dprd","0.00409","lemma_not_found","regional-005"
"3285","garut","garut","0.01302",,"regional-005"
"3286","pihak","pihak","0.00366",,"regional-005"
"3287","dprd","dprd","0.00614","lemma_not_found","regional-005"
"3288","kabupaten","kabupaten","0.00207",,"regional-005"
"3289","garut","garut","0.00134",,"regional-005"
"3290","telah","telah","0.00124",,"regional-005"
"3291","mengusulkan","usul","0.00343",,"regional-005"
"3292","pemberhentian","henti","0.01153",,"regional-005"
"3293","jabatan","jabat","0.00170",,"regional-005"
"3294","bupati","bupati","0.00134",,"regional-005"
"3295","garut","garut","0.00146",,"regional-005"
"3296","aceng","aceng","0.00150","lemma_not_found","regional-005"
"3297","fikri","fikri","0.00611","lemma_not_found","regional-005"
"3298","kepada","kepada","0.00356",,"regional-005"
"3299","untuk","untuk","0.00213",,"regional-005"
"3300","selanjutnya","lanjut","0.01197",,"regional-005"
"3301","dilakukan","laku","0.00203",,"regional-005"
"3302","pengujian","uji","0.00297",,"regional-005"
"3303","rekomendasi","rekomendasi","0.00139",,"regional-005"
"3304","pemberhentian","henti","0.00283",,"regional-005"
"3305","diajukan","aju","0.00215",,"regional-005"
"3306","setelah","telah","0.01535",,"regional-005"
"3307","tujuh","tujuh","0.01058",,"regional-005"
"3308","fraksi","fraksi","0.00131",,"regional-005"
"3309","dprd","dprd","0.00184","lemma_not_found","regional-005"
"3310","sepakat","sepakat","0.00181",,"regional-005"
"3311","bupati","bupati","0.00159",,"regional-005"
"3312","aceng","aceng","0.00196","lemma_not_found","regional-005"
"3313","melanggar","langgar","0.00169",,"regional-005"
"3314","undang-undang","undang","0.00154",,"regional-005"
"3315","nomor","nomor","0.01102",,"regional-005"
"3316","tahun","tahun","0.00159",,"regional-005"
"3317","tentang","tentang","0.00134",,"regional-005"
"3318","pemerintah","perintah","0.00190",,"regional-005"
"3319","daerah","daerah","0.00127",,"regional-005"
"3320","undang-undang","undang","0.00134",,"regional-005"
"3321","nomor","nomor","0.00138",,"regional-005"
"3322","tahun","tahun","0.00161",,"regional-005"
"3323","tentang","tentang","0.00138",,"regional-005"
"3324","perkawinan","kawin","0.00221",,"regional-005"
"3325","sebanyak","banyak","0.00198",,"regional-005"
"3326","dari","dari","0.00179",,"regional-005"
"3327","anggota","anggota","0.00146",,"regional-005"
"3328","dewan","dewan","0.00146",,"regional-005"
"3329","menyetujui","menyetujui","0.00475","lemma_not_found","regional-005"
"3330","keputusan","putus","0.01197",,"regional-005"
"3331","tersebut","sebut","0.00293",,"regional-005"
"3332","disampaikan","sampai","0.00409",,"regional-005"
"3333","ma","ma","0.00161","lemma_not_found","regional-005"
"3334","setelah","telah","0.00632",,"regional-005"
"3335","mendapatkan","dapat","0.00544",,"regional-005"
"3336","hasil","hasil","0.00322",,"regional-005"
"3337","putusan","putus","0.00429",,"regional-005"
"3338","dari","dari","0.00299",,"regional-005"
"3339","atas","atas","0.00327",,"regional-005"
"3340","pengujian","uji","0.00719",,"regional-005"
"3341","dprd","dprd","0.00415","lemma_not_found","regional-005"
"3342","garut","garut","0.00351",,"regional-005"
"3343","akan","akan","0.00346",,"regional-005"
"3344","mengajukan","aju","0.00767",,"regional-005"
"3345","pemberhentian","henti","0.00443",,"regional-005"
"3346","aceng","aceng","0.00161","lemma_not_found","regional-005"
"3347","kepada","kepada","0.00367",,"regional-005"
"3348","kementerian","menteri","0.00671",,"regional-005"
"3349","dalam","dalam","0.01138",,"regional-005"
"3350","negeri","negeri","0.00224",,"regional-005"
"3351","aceng","aceng","0.00245","lemma_not_found","regional-005"
"3352","sendiri","sendiri","0.01308",,"regional-005"
"3353","telah","telah","0.01169",,"regional-005"
"3354","menggugat","gugat","0.00252",,"regional-005"
"3355","dprd","dprd","0.00250","lemma_not_found","regional-005"
"3356","garut","garut","0.00330",,"regional-005"
"3357","ptun","ptun","0.00400","lemma_not_found","regional-005"
"3358","bandung","bandung","0.00316",,"regional-005"
"3359","karena","karena","0.00203",,"regional-005"
"3360","rekomendasi","rekomendasi","0.00218",,"regional-005"
"3361","tersebut","sebut","0.00234",,"regional-005"
"3362","gugatan","gugat","0.00451",,"regional-005"
"3363","aceng","aceng","0.00490","lemma_not_found","regional-005"
"3364","diterima","terima","0.00486",,"regional-005"
"3365","ptun","ptun","0.00498","lemma_not_found","regional-005"
"3366","bandung","bandung","0.01153",,"regional-005"
"3367","pada","pada","0.00255",,"regional-005"
"3368","desember","Desember","0.01299",,"regional-005"
"3369","silam","silam","0.00196",,"regional-005"
"3370","gugatan","gugat","0.00348",,"regional-005"
"3371","aceng","aceng","0.00257","lemma_not_found","regional-005"
"3372","didaftarkan","daftar","0.00294",,"regional-005"
"3373","oleh","oleh","0.00118",,"regional-005"
"3374","kuasa","kuasa","0.00131",,"regional-005"
"3375","hukumnya","hukum","0.00155",,"regional-005"
"3376","ujang","ujang","0.00130",,"regional-005"
"3377","sujai","sujai","0.00196","lemma_not_found","regional-005"
"3378","sujai","sujai","0.00628","lemma_not_found","regional-005"
"3379","berpendapat","dapat","0.00602",,"regional-005"
"3380","rekomendasi","rekomendasi","0.00388",,"regional-005"
"3381","dari","dari","0.00342",,"regional-005"
"3382","dprd","dprd","0.01312","lemma_not_found","regional-005"
"3383","garut","garut","0.00207",,"regional-005"
"3384","cacat","cacat","0.00197",,"regional-005"
"3385","hukum","hukum","0.00186",,"regional-005"
"3386","juga","juga","0.00203",,"regional-005"
"3387","optimistis","optimistis","0.00378",,"regional-005"
"3388","gugatannya","gugat","0.00518",,"regional-005"
"3389","akan","akan","0.01264",,"regional-005"
"3390","dikabulkan","kabul","0.01343",,"regional-005"
"3391","ptun","ptun","0.01196","lemma_not_found","regional-005"
"3392","aceng","aceng","0.00197","lemma_not_found","regional-005"
"3393","tidak","tidak","0.00134",,"regional-005"
"3394","lengser","lengser","0.00180",,"regional-005"
"3395","seperti","seperti","0.00133",,"regional-005"
"3396","yang","yang","0.00126",,"regional-005"
"3397","diharapkan","harap","0.00255",,"regional-005"
"3398","dprd","dprd","0.00156","lemma_not_found","regional-005"
"3399","garut","garut","0.00141",,"regional-005"
"3400","ferrer","ferrer","0.00141","lemma_not_found","olahraga-001"
"3401","babak","babak","0.00133",,"olahraga-001"
"3402","kedua","dua","0.00176",,"olahraga-001"
"3403","untuk","untuk","0.00139",,"olahraga-001"
"3404","bertemu","temu","0.00414",,"olahraga-001"
"3405","penakluk","takluk","0.00557",,"olahraga-001"
"3406","karlovicpetenis","karlovicpetenis","0.00574","lemma_not_found","olahraga-001"
"3407","spanyol","spanyol","0.00236","lemma_not_found","olahraga-001"
"3408","yang","yang","0.00140",,"olahraga-001"
"3409","ditempatkan","tempat","0.01711",,"olahraga-001"
"3410","sebagai","sebagai","0.00380",,"olahraga-001"
"3411","unggulan","unggul","0.00491",,"olahraga-001"
"3412","keempat","empat","0.00416",,"olahraga-001"
"3413","david","david","0.00388","lemma_not_found","olahraga-001"
"3414","ferrer","ferrer","0.00460","lemma_not_found","olahraga-001"
"3415","melangkah","lang","0.00407",,"olahraga-001"
"3416","babak","babak","0.00180",,"olahraga-001"
"3417","kedua","dua","0.00143",,"olahraga-001"
"3418","grand","grand","0.00154","lemma_not_found","olahraga-001"
"3419","slam","slam","0.00153","lemma_not_found","olahraga-001"
"3420","australia","australia","0.01308","lemma_not_found","olahraga-001"
"3421","terbuka","buka","0.00331",,"olahraga-001"
"3422","pada","pada","0.00250",,"olahraga-001"
"3423","laga","laga","0.00253",,"olahraga-001"
"3424","perdananya","dana","0.00500",,"olahraga-001"
"3425","turnamen","turnamen","0.00303",,"olahraga-001"
"3426","senin","Senin","0.00239",,"olahraga-001"
"3427","ferrer","ferrer","0.00295","lemma_not_found","olahraga-001"
"3428","mengalahkan","alah","0.00596",,"olahraga-001"
"3429","pemain","main","0.00435",,"olahraga-001"
"3430","belgia","belgia","0.00492","lemma_not_found","olahraga-001"
"3431","oliver","oliver","0.00218","lemma_not_found","olahraga-001"
"3432","rochus","rochus","0.00333","lemma_not_found","olahraga-001"
"3433","dengan","dengan","0.00177",,"olahraga-001"
"3434","straight","straight","0.00326","lemma_not_found","olahraga-001"
"3435","ferrer","ferrer","0.00428","lemma_not_found","olahraga-001"
"3436","naik","naik","0.00147",,"olahraga-001"
"3437","menjadi","jadi","0.00156",,"olahraga-001"
"3438","unggulan","unggul","0.00174",,"olahraga-001"
"3439","keempat","empat","0.00164",,"olahraga-001"
"3440","menyusul","susul","0.00259",,"olahraga-001"
"3441","pengunduran","kunduran","0.00246",,"olahraga-001"
"3442","diri","diri","0.01132",,"olahraga-001"
"3443","rekan","rekan","0.00207",,"olahraga-001"
"3444","senegaranya","negara","0.00225",,"olahraga-001"
"3445","yang","yang","0.00348",,"olahraga-001"
"3446","merupakan","rupa","0.00240",,"olahraga-001"
"3447","finalis","finalis","0.00420","lemma_not_found","olahraga-001"
"3448","tahun","tahun","0.00547",,"olahraga-001"
"3449","lalu","lalu","0.00145",,"olahraga-001"
"3450","rafael","rafael","0.00155","lemma_not_found","olahraga-001"
"3451","nadal","nadal","0.00501","lemma_not_found","olahraga-001"
"3452","petenis","tenis","0.01165",,"olahraga-001"
"3453","kidal","kidal","0.00175",,"olahraga-001"
"3454","peringkat","peringkat","0.00325",,"olahraga-001"
"3455","empat","empat","0.00376",,"olahraga-001"
"3456","dunia","dunia","0.00581",,"olahraga-001"
"3457","belum","belum","0.00411",,"olahraga-001"
"3458","sehingga","sehingga","0.00404",,"olahraga-001"
"3459","siap","siap","0.00458",,"olahraga-001"
"3460","menghadapi","hadap","0.01454",,"olahraga-001"
"3461","grand","grand","0.00487","lemma_not_found","olahraga-001"
"3462","slam","slam","0.00301","lemma_not_found","olahraga-001"
"3463","awal","awal","0.00140",,"olahraga-001"
"3464","tahun","tahun","0.00129",,"olahraga-001"
"3465","tersebut","sebut","0.01108",,"olahraga-001"
"3466","babak","babak","0.00376",,"olahraga-001"
"3467","kedua","dua","0.00289",,"olahraga-001"
"3468","ferrer","ferrer","0.00143","lemma_not_found","olahraga-001"
"3469","yang","yang","0.00400",,"olahraga-001"
"3470","pekan","pekan","0.01289",,"olahraga-001"
"3471","lalu","lalu","0.00325",,"olahraga-001"
"3472","meraih","raih","0.00446",,"olahraga-001"
"3473","gelar","gelar","0.01208",,"olahraga-001"
"3474","keempat","empat","0.01304",,"olahraga-001"
"3475","auckland","auckland","0.00213","lemma_not_found","olahraga-001"
"3476","setelah","telah","0.01252",,"olahraga-001"
"3477","menaklukkan","takluk","0.00418",,"olahraga-001"
"3478","petenis","tenis","0.00193",,"olahraga-001"
"3479","jerman","jerman","0.00216","lemma_not_found","olahraga-001"
"3480","philipp","philipp","0.00180","lemma_not_found","olahraga-001"
"3481","kohlschreiber","kohlschreiber","0.00167","lemma_not_found","olahraga-001"
"3482","akan","akan","0.00128",,"olahraga-001"
"3483","bertemu","temu","0.00652",,"olahraga-001"
"3484","pemain","main","0.00583",,"olahraga-001"
"3485","amerika","amerika","0.01626","lemma_not_found","olahraga-001"
"3486","smyczek","smyczek","0.00634","lemma_not_found","olahraga-001"
"3487","yang","yang","0.00208",,"olahraga-001"
"3488","menyingkirkan","singkir","0.00753",,"olahraga-001"
"3489","pemain","main","0.00195",,"olahraga-001"
"3490","kroasia","kroasia","0.00233","lemma_not_found","olahraga-001"
"3491","karlovic","karlovic","0.01136","lemma_not_found","olahraga-001"
